time,tx_pkts,rx_pkts
1657847266.3911908,58074570,13054331
1657847267.3925502,116155464,13054331
1657847268.3939252,174237106,13054331
1657847269.3952787,232317638,13054331
1657847270.3966303,290398042,13054331
1657847271.39799,348478871,13054331
1657847272.3993595,406560125,13054331
1657847273.4007201,464641163,13054331
1657847274.4020805,522721893,13054331
1657847275.4034445,580803069,13054331
1657847276.4048164,638884525,13054331
1657847277.4061878,696966053,13054331
1657847278.4075415,755046504,13054331
1657847279.408908,813127668,13054331
1657847280.41028,871209282,13054331
1657847281.4116416,929290265,13054331
1657847282.4129913,987370464,13054331
1657847283.4143457,1045451065,13054331
1657847284.4157226,1103532754,13054331
1657847285.4170947,1161614421,13054331
1657847286.4184449,1219694538,13054331
1657847287.4198225,1277776469,13054331
1657847288.4211922,1335857924,13054331
1657847289.4225473,1393938340,13054331
1657847290.4239259,1452020185,13054331
1657847291.4252896,1510101373,13054331
1657847292.4266622,1568182875,13054331
1657847293.4280467,1626265273,13054331
1657847294.4294033,1684345771,13054331
1657847295.4307675,1742425941,13054331
1657847296.432149,1800508962,44839303
1657847297.433522,1858590689,102920910
1657847298.434883,1916671593,161001804
1657847299.4363174,1974755742,219086895
1657847300.4377248,2032839891,277170484
1657847301.439089,2090921241,335251582
1657847302.4404705,2149003195,393333659
1657847303.4418411,2207084709,451415152
1657847304.4432404,2265167801,509498260
1657847305.4446185,2323249761,567580137
1657847306.4459982,2381331660,625662078
1657847307.4473965,2439414879,683745188
1657847308.4487815,2497497118,741827459
1657847309.450151,2555578407,799908858
1657847310.4515467,2613661292,857991738
1657847311.4529154,2671742756,916073090
1657847312.454305,2729825198,974155664
1657847313.4556751,2787906703,1032237081
1657847314.4570603,2845988816,1090319396
1657847315.4584258,2904070238,1148400605
1657847316.4598143,2962152692,1206483090
1657847317.461182,3020234108,1264564418
1657847318.462568,3078316261,1322646698
1657847319.4639473,3136398151,1380728668
1657847320.4653368,3194480697,1438811192
1657847321.4667194,3252563029,1496893426
1657847322.468111,3310645567,1554976054
1657847323.46948,3368727075,1613057404
1657847324.4708896,3426810691,1671141142
1657847325.4722517,3484891718,1729222092
1657847326.4736412,3542974169,1764965820
1657847327.4750116,3601055707,1764965820
1657847328.4764025,3659138359,1764965820
1657847329.4777994,3717221317,1764965820
1657847330.4791858,3775303676,1764965820
1657847331.4805849,3833386781,1764965820
1657847332.4819727,3891469198,1764965820
1657847333.4833364,3949550301,1764965820
1657847334.484723,4007632665,1764965820
1657847335.4860833,4065713578,1764965820
1657847336.4874873,4123796931,1764965820
1657847337.4888735,4181879393,1764965820
1657847338.490269,4239962171,1764965820
1657847339.4916396,4298043577,1764965820
1657847340.4930253,4356125849,1764965820
1657847341.4943895,4414207034,1764965820
1657847342.495758,4472288369,1764965820
1657847343.4971282,4530369810,1764965820
1657847344.4985197,4588452372,1764965820
1657847345.4998899,4646533977,1764965820
1657847346.501263,4704615419,1764965820
1657847347.5026336,4762696964,1764965820
1657847348.5040452,4820780821,1764965820
1657847349.505419,4878862433,1764965820
1657847350.5068257,4936945798,1764965820
1657847351.5082028,4995027776,1764965820
1657847352.50959,5053110211,1764965820
1657847353.5109491,5111191139,1764965820
1657847354.512319,5169272351,1764965820
1657847355.5137155,5227355410,1764965820
1657847356.5151217,5285438832,1772710929
1657847357.5165017,5343520895,1830792948
1657847358.5178726,5401602330,1888874413
1657847359.519264,5459684955,1946957054
1657847360.5206692,5517768344,2005040512
1657847361.5220654,5575851398,2063123460
1657847362.523434,5633932738,2121204773
1657847363.5248082,5692014468,2179286501
1657847364.5261993,5750096868,2237369092
1657847365.5275679,5808178437,2295450486
1657847366.528969,5866261475,2353533629
1657847367.5303655,5924344642,2411616672
1657847368.5317507,5982426901,2469698956
1657847369.533143,6040509621,2527781702
1657847370.534535,6098592144,2585864330
1657847371.5358992,6156673374,2643945446
1657847372.5372875,6214755843,2702027938
1657847373.5386517,6272836990,2760109028
1657847374.5400536,6330920220,2818192275
1657847375.5414183,6389001365,2876273399
1657847376.542823,6447083586,2934356796
1657847377.5442207,6505167851,2992439871
1657847378.5456107,6563250475,3050522439
1657847379.5470095,6621333449,3108605510
1657847380.5484064,6679416417,3166688502
1657847381.5497904,6737498816,3224770780
1657847382.551194,6795581945,3282854050
1657847383.5525756,6853664236,3340936220
1657847384.5539713,6911747079,3399019130
1657847385.5553472,6960000000,3447268751
